Time [s],CH0 [V]
8.965760e+00,2.080000000000,
8.965800e+00,2.080000000000,
8.965840e+00,2.000000000000,
8.965880e+00,2.080000000000,
8.965920e+00,2.000000000000,
8.965960e+00,1.920000000000,
8.966000e+00,2.000000000000,
8.966040e+00,2.080000000000,
8.966080e+00,2.000000000000,
8.966120e+00,2.080000000000,
8.966160e+00,2.000000000000,
8.966200e+00,2.000000000000,
8.966240e+00,2.080000000000,
8.966280e+00,2.080000000000,
8.966320e+00,2.000000000000,
8.966360e+00,2.000000000000,
8.966400e+00,2.080000000000,
8.966440e+00,2.000000000000,
8.966480e+00,2.000000000000,
8.966520e+00,2.000000000000,
8.966560e+00,2.000000000000,
8.966600e+00,2.000000000000,
8.966640e+00,2.000000000000,
8.966680e+00,2.000000000000,
8.966720e+00,1.920000000000,
8.966760e+00,2.000000000000,
8.966800e+00,2.080000000000,
8.966840e+00,1.920000000000,
8.966880e+00,2.000000000000,
8.966920e+00,2.080000000000,
8.966960e+00,2.000000000000,
8.967000e+00,2.000000000000,
8.967040e+00,2.080000000000,
8.967080e+00,2.000000000000,
8.967120e+00,2.000000000000,
8.967160e+00,2.000000000000,
8.967200e+00,2.000000000000,
8.967240e+00,2.080000000000,
8.967280e+00,2.080000000000,
8.967320e+00,2.000000000000,
8.967360e+00,2.000000000000,
8.967400e+00,2.000000000000,
8.967440e+00,2.080000000000,
8.967480e+00,2.080000000000,
8.967520e+00,2.000000000000,
8.967560e+00,2.080000000000,
8.967600e+00,2.000000000000,
8.967640e+00,2.080000000000,
8.967680e+00,2.080000000000,
8.967720e+00,1.920000000000,
8.967760e+00,2.080000000000,
8.967800e+00,2.080000000000,
8.967840e+00,2.000000000000,
8.967880e+00,2.000000000000,
8.967920e+00,2.080000000000,
8.967960e+00,2.000000000000,
8.968000e+00,2.000000000000,
8.968040e+00,2.080000000000,
8.968080e+00,2.080000000000,
8.968120e+00,2.000000000000,
8.968160e+00,2.080000000000,
8.968200e+00,2.000000000000,
8.968240e+00,2.000000000000,
8.968280e+00,2.080000000000,
8.968320e+00,2.000000000000,
8.968360e+00,2.000000000000,
8.968400e+00,1.920000000000,
8.968440e+00,2.080000000000,
8.968480e+00,2.000000000000,
8.968520e+00,2.000000000000,
8.968560e+00,2.000000000000,
8.968600e+00,2.000000000000,
8.968640e+00,2.080000000000,
8.968680e+00,2.000000000000,
8.968720e+00,1.920000000000,
8.968760e+00,2.000000000000,
8.968800e+00,2.000000000000,
8.968840e+00,2.000000000000,
8.968880e+00,2.000000000000,
8.968920e+00,2.000000000000,
8.968960e+00,2.080000000000,
8.969000e+00,2.080000000000,
8.969040e+00,2.000000000000,
8.969080e+00,2.080000000000,
8.969120e+00,2.080000000000,
8.969160e+00,2.000000000000,
8.969200e+00,2.000000000000,
8.969240e+00,2.080000000000,
8.969280e+00,2.000000000000,
8.969320e+00,2.080000000000,
8.969360e+00,1.920000000000,
8.969400e+00,2.000000000000,
8.969440e+00,2.000000000000,
8.969480e+00,2.080000000000,
8.969520e+00,2.080000000000,
8.969560e+00,2.080000000000,
8.969600e+00,2.000000000000,
8.969640e+00,2.000000000000,
8.969680e+00,2.000000000000,
8.969720e+00,2.080000000000,
8.969760e+00,1.920000000000,
8.969800e+00,2.000000000000,
8.969840e+00,2.080000000000,
8.969880e+00,2.080000000000,
8.969920e+00,2.000000000000,
8.969960e+00,2.080000000000,
8.970000e+00,2.080000000000,
8.970040e+00,1.920000000000,
8.970080e+00,2.080000000000,
8.970120e+00,2.080000000000,
8.970160e+00,2.000000000000,
8.970200e+00,2.080000000000,
8.970240e+00,2.000000000000,
8.970280e+00,2.000000000000,
8.970320e+00,2.080000000000,
8.970360e+00,2.000000000000,
8.970400e+00,2.000000000000,
8.970440e+00,2.000000000000,
8.970480e+00,2.000000000000,
8.970520e+00,2.000000000000,
8.970560e+00,2.000000000000,
8.970600e+00,1.920000000000,
8.970640e+00,2.000000000000,
8.970680e+00,2.080000000000,
8.970720e+00,2.080000000000,
8.970760e+00,1.920000000000,
8.970800e+00,2.000000000000,
8.970840e+00,2.000000000000,
8.970880e+00,2.000000000000,
8.970920e+00,1.920000000000,
8.970960e+00,1.920000000000,
8.971000e+00,2.080000000000,
8.971040e+00,2.080000000000,
8.971080e+00,1.920000000000,
8.971120e+00,2.080000000000,
8.971160e+00,2.080000000000,
8.971200e+00,2.000000000000,
8.971240e+00,2.000000000000,
8.971280e+00,2.080000000000,
8.971320e+00,2.080000000000,
8.971360e+00,2.080000000000,
8.971400e+00,2.000000000000,
8.971440e+00,2.000000000000,
8.971480e+00,2.000000000000,
8.971520e+00,2.080000000000,
8.971560e+00,2.080000000000,
8.971600e+00,2.080000000000,
8.971640e+00,2.080000000000,
8.971680e+00,2.080000000000,
8.971720e+00,2.000000000000,
8.971760e+00,2.080000000000,
8.971800e+00,2.000000000000,
8.971840e+00,2.000000000000,
8.971880e+00,2.000000000000,
8.971920e+00,2.080000000000,
8.971960e+00,1.920000000000,
8.972000e+00,2.000000000000,
8.972040e+00,2.080000000000,
8.972080e+00,2.000000000000,
8.972120e+00,2.080000000000,
8.972160e+00,2.080000000000,
8.972200e+00,2.000000000000,
8.972240e+00,2.080000000000,
8.972280e+00,2.000000000000,
8.972320e+00,1.920000000000,
8.972360e+00,2.080000000000,
8.972400e+00,2.080000000000,
8.972440e+00,1.920000000000,
8.972480e+00,2.000000000000,
8.972520e+00,2.080000000000,
8.972560e+00,2.000000000000,
8.972600e+00,2.000000000000,
8.972640e+00,2.000000000000,
8.972680e+00,2.000000000000,
8.972720e+00,2.000000000000,
8.972760e+00,2.080000000000,
8.972800e+00,1.920000000000,
8.972840e+00,1.920000000000,
8.972880e+00,2.000000000000,
8.972920e+00,2.080000000000,
8.972960e+00,2.000000000000,
8.973000e+00,2.000000000000,
8.973040e+00,2.000000000000,
8.973080e+00,2.080000000000,
8.973120e+00,1.920000000000,
8.973160e+00,2.080000000000,
8.973200e+00,2.080000000000,
8.973240e+00,2.000000000000,
8.973280e+00,2.000000000000,
8.973320e+00,2.080000000000,
8.973360e+00,2.080000000000,
8.973400e+00,2.080000000000,
8.973440e+00,2.000000000000,
8.973480e+00,2.000000000000,
8.973520e+00,2.000000000000,
8.973560e+00,2.000000000000,
8.973600e+00,2.080000000000,
8.973640e+00,2.080000000000,
8.973680e+00,2.000000000000,
8.973720e+00,2.000000000000,
8.973760e+00,2.000000000000,
8.973800e+00,2.080000000000,
8.973840e+00,2.000000000000,
8.973880e+00,2.000000000000,
8.973920e+00,2.000000000000,
8.973960e+00,2.080000000000,
8.974000e+00,2.000000000000,
8.974040e+00,2.080000000000,
8.974080e+00,2.000000000000,
8.974120e+00,2.000000000000,
8.974160e+00,2.080000000000,
8.974200e+00,2.080000000000,
8.974240e+00,2.000000000000,
8.974280e+00,2.080000000000,
8.974320e+00,1.920000000000,
8.974360e+00,1.920000000000,
8.974400e+00,2.080000000000,
8.974440e+00,2.000000000000,
8.974480e+00,1.920000000000,
8.974520e+00,1.920000000000,
8.974560e+00,2.000000000000,
8.974600e+00,2.000000000000,
8.974640e+00,2.000000000000,
8.974680e+00,2.000000000000,
8.974720e+00,2.000000000000,
8.974760e+00,2.080000000000,
8.974800e+00,2.080000000000,
8.974840e+00,2.000000000000,
8.974880e+00,2.000000000000,
8.974920e+00,2.000000000000,
8.974960e+00,2.080000000000,
8.975000e+00,1.920000000000,
8.975040e+00,1.920000000000,
8.975080e+00,2.080000000000,
8.975120e+00,2.000000000000,
8.975160e+00,1.920000000000,
8.975200e+00,2.080000000000,
8.975240e+00,2.080000000000,
8.975280e+00,2.000000000000,
8.975320e+00,2.000000000000,
8.975360e+00,2.000000000000,
8.975400e+00,2.000000000000,
8.975440e+00,2.080000000000,
8.975480e+00,2.000000000000,
8.975520e+00,2.000000000000,
8.975560e+00,1.920000000000,
8.975600e+00,2.080000000000,
8.975640e+00,2.080000000000,
8.975680e+00,2.000000000000,
8.975720e+00,2.080000000000,
8.975760e+00,2.080000000000,
8.975800e+00,2.080000000000,
8.975840e+00,2.000000000000,
8.975880e+00,1.920000000000,
8.975920e+00,2.000000000000,
8.975960e+00,2.000000000000,
8.976000e+00,2.000000000000,
8.976040e+00,2.000000000000,
8.976080e+00,2.080000000000,
8.976120e+00,2.000000000000,
8.976160e+00,1.920000000000,
8.976200e+00,2.080000000000,
8.976240e+00,2.000000000000,
8.976280e+00,2.000000000000,
8.976320e+00,2.080000000000,
8.976360e+00,2.000000000000,
8.976400e+00,2.000000000000,
8.976440e+00,2.000000000000,
8.976480e+00,2.080000000000,
8.976520e+00,2.000000000000,
8.976560e+00,2.000000000000,
8.976600e+00,2.080000000000,
8.976640e+00,1.920000000000,
8.976680e+00,2.000000000000,
8.976720e+00,1.920000000000,
8.976760e+00,2.000000000000,
8.976800e+00,2.080000000000,
8.976840e+00,2.080000000000,
8.976880e+00,2.000000000000,
8.976920e+00,2.000000000000,
8.976960e+00,1.920000000000,
8.977000e+00,2.080000000000,
8.977040e+00,2.000000000000,
8.977080e+00,1.920000000000,
8.977120e+00,2.080000000000,
8.977160e+00,2.000000000000,
8.977200e+00,1.920000000000,
8.977240e+00,2.080000000000,
8.977280e+00,2.080000000000,
8.977320e+00,2.000000000000,
8.977360e+00,2.000000000000,
8.977400e+00,2.080000000000,
8.977440e+00,2.000000000000,
8.977480e+00,2.080000000000,
8.977520e+00,1.920000000000,
8.977560e+00,2.000000000000,
8.977600e+00,1.920000000000,
8.977640e+00,2.080000000000,
8.977680e+00,2.080000000000,
8.977720e+00,2.000000000000,
8.977760e+00,2.080000000000,
8.977800e+00,2.080000000000,
8.977840e+00,2.000000000000,
8.977880e+00,2.080000000000,
8.977920e+00,1.920000000000,
8.977960e+00,2.080000000000,
8.978000e+00,2.080000000000,
8.978040e+00,2.080000000000,
8.978080e+00,2.000000000000,
8.978120e+00,2.000000000000,
8.978160e+00,2.000000000000,
8.978200e+00,1.920000000000,
8.978240e+00,2.080000000000,
8.978280e+00,2.000000000000,
8.978320e+00,2.000000000000,
8.978360e+00,2.080000000000,
8.978400e+00,2.000000000000,
8.978440e+00,2.000000000000,
8.978480e+00,2.080000000000,
8.978520e+00,2.080000000000,
8.978560e+00,2.000000000000,
8.978600e+00,2.000000000000,
8.978640e+00,2.000000000000,
8.978680e+00,1.920000000000,
8.978720e+00,2.000000000000,
8.978760e+00,2.000000000000,
8.978800e+00,2.000000000000,
8.978840e+00,2.080000000000,
8.978880e+00,2.000000000000,
8.978920e+00,2.000000000000,
8.978960e+00,2.000000000000,
8.979000e+00,2.000000000000,
8.979040e+00,2.080000000000,
8.979080e+00,1.920000000000,
8.979120e+00,2.000000000000,
8.979160e+00,2.000000000000,
8.979200e+00,2.000000000000,
8.979240e+00,1.920000000000,
8.979280e+00,2.080000000000,
8.979320e+00,2.080000000000,
8.979360e+00,2.000000000000,
8.979400e+00,1.920000000000,
8.979440e+00,2.080000000000,
8.979480e+00,2.080000000000,
8.979520e+00,2.080000000000,
8.979560e+00,2.000000000000,
8.979600e+00,1.920000000000,
8.979640e+00,2.000000000000,
8.979680e+00,2.000000000000,
8.979720e+00,2.080000000000,
8.979760e+00,2.000000000000,
8.979800e+00,2.000000000000,
8.979840e+00,2.000000000000,
8.979880e+00,2.000000000000,
8.979920e+00,2.000000000000,
8.979960e+00,1.920000000000,
8.980000e+00,2.080000000000,
8.980040e+00,2.000000000000,
8.980080e+00,2.000000000000,
8.980120e+00,2.000000000000,
8.980160e+00,2.080000000000,
8.980200e+00,2.080000000000,
8.980240e+00,2.000000000000,
8.980280e+00,2.000000000000,
8.980320e+00,2.000000000000,
8.980360e+00,1.920000000000,
8.980400e+00,2.000000000000,
8.980440e+00,2.000000000000,
8.980480e+00,1.920000000000,
8.980520e+00,2.080000000000,
8.980560e+00,2.080000000000,
8.980600e+00,2.000000000000,
8.980640e+00,1.920000000000,
8.980680e+00,2.080000000000,
8.980720e+00,1.920000000000,
8.980760e+00,2.000000000000,
8.980800e+00,2.000000000000,
8.980840e+00,2.000000000000,
8.980880e+00,2.000000000000,
8.980920e+00,2.080000000000,
8.980960e+00,2.000000000000,
8.981000e+00,2.000000000000,
8.981040e+00,2.000000000000,
8.981080e+00,2.080000000000,
8.981120e+00,2.000000000000,
8.981160e+00,2.000000000000,
8.981200e+00,2.080000000000,
8.981240e+00,2.080000000000,
8.981280e+00,1.920000000000,
8.981320e+00,2.080000000000,
8.981360e+00,2.080000000000,
8.981400e+00,2.000000000000,
8.981440e+00,2.000000000000,
8.981480e+00,2.080000000000,
8.981520e+00,2.080000000000,
8.981560e+00,2.000000000000,
8.981600e+00,1.920000000000,
8.981640e+00,2.000000000000,
8.981680e+00,2.000000000000,
8.981720e+00,2.080000000000,
8.981760e+00,2.080000000000,
8.981800e+00,2.080000000000,
8.981840e+00,2.080000000000,
8.981880e+00,2.080000000000,
8.981920e+00,2.000000000000,
8.981960e+00,2.000000000000,
8.982000e+00,2.000000000000,
8.982040e+00,2.080000000000,
8.982080e+00,2.000000000000,
8.982120e+00,2.080000000000,
8.982160e+00,1.920000000000,
8.982200e+00,2.080000000000,
8.982240e+00,2.080000000000,
8.982280e+00,2.000000000000,
8.982320e+00,2.080000000000,
8.982360e+00,2.080000000000,
8.982400e+00,2.000000000000,
8.982440e+00,2.080000000000,
8.982480e+00,2.000000000000,
8.982520e+00,2.000000000000,
8.982560e+00,2.080000000000,
8.982600e+00,2.080000000000,
8.982640e+00,1.920000000000,
8.982680e+00,2.000000000000,
8.982720e+00,2.000000000000,
8.982760e+00,2.000000000000,
8.982800e+00,2.000000000000,
8.982840e+00,2.000000000000,
8.982880e+00,2.000000000000,
8.982920e+00,2.080000000000,
8.982960e+00,2.000000000000,
8.983000e+00,1.920000000000,
8.983040e+00,2.000000000000,
8.983080e+00,2.000000000000,
8.983120e+00,2.000000000000,
8.983160e+00,2.000000000000,
8.983200e+00,2.000000000000,
8.983240e+00,2.080000000000,
8.983280e+00,2.000000000000,
8.983320e+00,2.000000000000,
8.983360e+00,2.080000000000,
8.983400e+00,2.080000000000,
8.983440e+00,2.000000000000,
8.983480e+00,2.000000000000,
8.983520e+00,2.080000000000,
8.983560e+00,2.080000000000,
8.983600e+00,2.000000000000,
8.983640e+00,2.000000000000,
8.983680e+00,2.000000000000,
8.983720e+00,2.000000000000,
8.983760e+00,2.080000000000,
8.983800e+00,2.000000000000,
8.983840e+00,2.080000000000,
8.983880e+00,2.080000000000,
8.983920e+00,2.000000000000,
8.983960e+00,2.080000000000,
8.984000e+00,2.000000000000,
8.984040e+00,2.000000000000,
8.984080e+00,2.000000000000,
8.984120e+00,2.080000000000,
8.984160e+00,2.080000000000,
8.984200e+00,1.920000000000,
8.984240e+00,2.080000000000,
8.984280e+00,2.080000000000,
8.984320e+00,2.000000000000,
8.984360e+00,2.080000000000,
8.984400e+00,2.000000000000,
8.984440e+00,2.000000000000,
8.984480e+00,2.080000000000,
8.984520e+00,1.920000000000,
8.984560e+00,2.000000000000,
8.984600e+00,2.080000000000,
8.984640e+00,2.080000000000,
8.984680e+00,2.000000000000,
8.984720e+00,1.920000000000,
8.984760e+00,2.000000000000,
8.984800e+00,1.920000000000,
8.984840e+00,1.920000000000,
8.984880e+00,1.920000000000,
8.984920e+00,2.000000000000,
8.984960e+00,2.080000000000,
8.985000e+00,2.080000000000,
8.985040e+00,1.920000000000,
8.985080e+00,2.000000000000,
8.985120e+00,2.000000000000,
8.985160e+00,2.000000000000,
8.985200e+00,2.000000000000,
8.985240e+00,2.000000000000,
8.985280e+00,2.000000000000,
8.985320e+00,2.000000000000,
8.985360e+00,2.000000000000,
8.985400e+00,2.000000000000,
8.985440e+00,2.080000000000,
8.985480e+00,2.000000000000,
8.985520e+00,2.000000000000,
8.985560e+00,2.080000000000,
8.985600e+00,2.000000000000,
8.985640e+00,2.080000000000,
8.985680e+00,2.000000000000,
8.985720e+00,2.000000000000,
8.985760e+00,2.000000000000,
8.985800e+00,2.080000000000,
8.985840e+00,2.080000000000,
8.985880e+00,2.080000000000,
8.985920e+00,2.080000000000,
8.985960e+00,2.080000000000,
8.986000e+00,2.000000000000,
8.986040e+00,2.080000000000,
8.986080e+00,2.000000000000,
8.986120e+00,2.080000000000,
8.986160e+00,2.080000000000,
8.986200e+00,2.080000000000,
8.986240e+00,2.000000000000,
8.986280e+00,2.080000000000,
8.986320e+00,2.080000000000,
8.986360e+00,2.000000000000,
8.986400e+00,2.000000000000,
8.986440e+00,2.080000000000,
8.986480e+00,1.920000000000,
8.986520e+00,2.080000000000,
8.986560e+00,2.000000000000,
8.986600e+00,2.000000000000,
8.986640e+00,2.000000000000,
8.986680e+00,2.080000000000,
8.986720e+00,1.920000000000,
8.986760e+00,2.000000000000,
8.986800e+00,2.000000000000,
8.986840e+00,2.000000000000,
8.986880e+00,2.000000000000,
8.986920e+00,2.000000000000,
8.986960e+00,2.000000000000,
8.987000e+00,2.080000000000,
8.987040e+00,2.000000000000,
8.987080e+00,2.000000000000,
8.987120e+00,2.000000000000,
8.987160e+00,2.000000000000,
8.987200e+00,2.000000000000,
8.987240e+00,1.920000000000,
8.987280e+00,2.000000000000,
8.987320e+00,2.080000000000,
8.987360e+00,2.080000000000,
8.987400e+00,2.000000000000,
8.987440e+00,2.000000000000,
8.987480e+00,2.000000000000,
8.987520e+00,2.000000000000,
8.987560e+00,2.000000000000,
8.987600e+00,2.080000000000,
8.987640e+00,2.000000000000,
8.987680e+00,2.000000000000,
8.987720e+00,1.920000000000,
8.987760e+00,1.920000000000,
8.987800e+00,2.000000000000,
8.987840e+00,2.080000000000,
8.987880e+00,2.080000000000,
8.987920e+00,2.000000000000,
8.987960e+00,2.080000000000,
8.988000e+00,2.000000000000,
8.988040e+00,2.080000000000,
8.988080e+00,2.000000000000,
8.988120e+00,2.000000000000,
8.988160e+00,2.080000000000,
8.988200e+00,2.080000000000,
8.988240e+00,2.080000000000,
8.988280e+00,1.920000000000,
8.988320e+00,2.000000000000,
8.988360e+00,2.080000000000,
8.988400e+00,2.000000000000,
8.988440e+00,2.000000000000,
8.988480e+00,2.080000000000,
8.988520e+00,2.000000000000,
8.988560e+00,2.080000000000,
8.988600e+00,2.000000000000,
8.988640e+00,2.000000000000,
8.988680e+00,2.000000000000,
8.988720e+00,2.080000000000,
8.988760e+00,1.920000000000,
8.988800e+00,1.920000000000,
8.988840e+00,2.080000000000,
8.988880e+00,2.000000000000,
8.988920e+00,2.000000000000,
8.988960e+00,1.920000000000,
8.989000e+00,2.000000000000,
8.989040e+00,2.000000000000,
8.989080e+00,2.000000000000,
8.989120e+00,2.000000000000,
8.989160e+00,2.000000000000,
8.989200e+00,2.000000000000,
8.989240e+00,2.080000000000,
8.989280e+00,1.920000000000,
8.989320e+00,1.920000000000,
8.989360e+00,2.080000000000,
8.989400e+00,2.080000000000,
8.989440e+00,1.920000000000,
8.989480e+00,2.080000000000,
8.989520e+00,2.080000000000,
8.989560e+00,2.000000000000,
8.989600e+00,2.000000000000,
8.989640e+00,2.080000000000,
8.989680e+00,2.080000000000,
8.989720e+00,2.000000000000,
8.989760e+00,2.000000000000,
8.989800e+00,2.000000000000,
8.989840e+00,2.000000000000,
8.989880e+00,2.080000000000,
8.989920e+00,2.080000000000,
8.989960e+00,2.000000000000,
8.990000e+00,2.000000000000,
8.990040e+00,2.080000000000,
8.990080e+00,2.080000000000,
8.990120e+00,2.080000000000,
8.990160e+00,1.920000000000,
8.990200e+00,2.080000000000,
8.990240e+00,2.080000000000,
8.990280e+00,2.080000000000,
8.990320e+00,1.920000000000,
8.990360e+00,2.000000000000,
8.990400e+00,2.080000000000,
8.990440e+00,2.000000000000,
8.990480e+00,2.080000000000,
8.990520e+00,2.080000000000,
8.990560e+00,2.000000000000,
8.990600e+00,2.080000000000,
8.990640e+00,1.920000000000,
8.990680e+00,2.000000000000,
8.990720e+00,2.080000000000,
8.990760e+00,2.080000000000,
8.990800e+00,2.000000000000,
8.990840e+00,2.000000000000,
8.990880e+00,2.080000000000,
8.990920e+00,2.000000000000,
8.990960e+00,2.000000000000,
8.991000e+00,2.000000000000,
8.991040e+00,2.000000000000,
8.991080e+00,2.080000000000,
8.991120e+00,2.080000000000,
8.991160e+00,2.000000000000,
8.991200e+00,2.000000000000,
8.991240e+00,2.000000000000,
8.991280e+00,2.000000000000,
8.991320e+00,1.920000000000,
8.991360e+00,1.920000000000,
8.991400e+00,2.080000000000,
8.991440e+00,2.080000000000,
8.991480e+00,2.000000000000,
8.991520e+00,2.080000000000,
8.991560e+00,2.000000000000,
8.991600e+00,2.000000000000,
8.991640e+00,1.920000000000,
8.991680e+00,2.080000000000,
8.991720e+00,2.080000000000,
8.991760e+00,2.000000000000,
8.991800e+00,2.000000000000,
8.991840e+00,2.000000000000,
8.991880e+00,2.000000000000,
8.991920e+00,2.080000000000,
8.991960e+00,2.000000000000,
8.992000e+00,2.080000000000,
8.992040e+00,2.000000000000,
8.992080e+00,2.080000000000,
8.992120e+00,2.000000000000,
8.992160e+00,2.080000000000,
8.992200e+00,1.920000000000,
8.992240e+00,2.080000000000,
8.992280e+00,2.080000000000,
8.992320e+00,2.000000000000,
8.992360e+00,1.920000000000,
8.992400e+00,2.080000000000,
8.992440e+00,2.080000000000,
8.992480e+00,1.920000000000,
8.992520e+00,2.000000000000,
8.992560e+00,2.000000000000,
8.992600e+00,1.920000000000,
8.992640e+00,2.080000000000,
8.992680e+00,1.920000000000,
8.992720e+00,1.920000000000,
8.992760e+00,2.080000000000,
8.992800e+00,2.000000000000,
8.992840e+00,2.000000000000,
8.992880e+00,2.000000000000,
8.992920e+00,2.080000000000,
8.992960e+00,1.920000000000,
8.993000e+00,1.920000000000,
8.993040e+00,2.000000000000,
8.993080e+00,2.000000000000,
8.993120e+00,2.000000000000,
8.993160e+00,2.080000000000,
8.993200e+00,2.000000000000,
8.993240e+00,1.920000000000,
8.993280e+00,2.000000000000,
8.993320e+00,2.080000000000,
8.993360e+00,1.920000000000,
8.993400e+00,2.000000000000,
8.993440e+00,2.080000000000,
8.993480e+00,2.000000000000,
8.993520e+00,2.000000000000,
8.993560e+00,2.000000000000,
8.993600e+00,2.000000000000,
8.993640e+00,2.000000000000,
8.993680e+00,2.000000000000,
8.993720e+00,2.080000000000,
8.993760e+00,2.080000000000,
8.993800e+00,2.000000000000,
8.993840e+00,2.000000000000,
8.993880e+00,2.000000000000,
8.993920e+00,1.920000000000,
8.993960e+00,2.080000000000,
8.994000e+00,2.080000000000,
8.994040e+00,2.080000000000,
8.994080e+00,2.080000000000,
8.994120e+00,2.080000000000,
8.994160e+00,2.080000000000,
8.994200e+00,2.080000000000,
8.994240e+00,2.000000000000,
8.994280e+00,2.080000000000,
8.994320e+00,2.080000000000,
8.994360e+00,2.080000000000,
8.994400e+00,2.000000000000,
8.994440e+00,2.080000000000,
8.994480e+00,2.080000000000,
8.994520e+00,2.000000000000,
8.994560e+00,2.080000000000,
8.994600e+00,2.000000000000,
8.994640e+00,1.920000000000,
8.994680e+00,2.080000000000,
8.994720e+00,2.000000000000,
8.994760e+00,2.000000000000,
8.994800e+00,2.080000000000,
8.994840e+00,2.000000000000,
8.994880e+00,2.000000000000,
